¿Cuál es la arteria que se lesiona con mayor frecuencia en un hematoma epidural?,La arteria meníngea media.
¿En qué espacio anatómico se sitúan las arterias meníngeas?,Entre la duramadre y la superficie interna del cráneo.
¿Qué establece la Doctrina de Monro-Kellie sobre el volumen intracraneal?,"El volumen total de los contenidos intracraneales (cerebro, sangre y LCR) debe ser constante."
¿Cuál es el rango normal de la presión intracraneal (PIC)?,$7$ a $15$ mmHg.
¿A partir de qué valor de presión intracraneal (PIC) se considera un mal pronóstico?,$> 22$ mmHg.
¿Cuál es el rango meta de saturación de oxígeno ($SpO_{2}$) en el manejo de un TCE?,$94\%$ - $98\%$.
¿Cuál es el rango objetivo de $PaCO_{2}$ (ventilación) en un paciente con TCE?,$35$ - $45$ mmHg.
¿Cuál es la meta de glucosa sérica en la reanimación de un paciente con TCE?,$80$ - $180$ mg/dL.
¿Cuál es el rango de temperatura corporal objetivo en un paciente con TCE?,$36^{\circ}C$ - $38^{\circ}C$.
¿Cuál es la meta de sodio sérico en pacientes con traumatismo craneoencefálico?,$135$ - $145$ mEq/L.
¿Cuál es el valor objetivo de INR en la reanimación de un TCE?,$\le 1.4$.
¿Qué presión arterial sistólica (PAS) se debe mantener en pacientes con TCE de $50$ a $69$ años?,$\ge 100$ mmHg.
¿Qué presión arterial sistólica (PAS) se debe mantener en pacientes con TCE de $15$ a $49$ años o mayores de $70$ años?,$\ge 110$ mmHg.
¿En qué casos de TCE es obligatoria la realización de una TAC de cráneo de urgencia según el nivel de Glasgow?,En todo TCE moderado o severo ($GCS < 13$).
"En un TCE leve ($GCS$ $13$-$15$), ¿cuál es el criterio de tiempo para indicar TAC si el paciente no recupera un $GCS$ de $15$?",A las $2$ horas de la lesión.
Mencione tres signos clínicos de sospecha de fractura de base de cráneo.,"Ojos de mapache, signo de Battle y otorraquia/rinorraquia."
¿Cuántos episodios de vómito en un TCE leve justifican la realización de una TAC?,$2$ o más episodios.
¿A partir de qué edad se considera un factor de riesgo para TAC en un paciente con TCE leve?,$> 65$ años.
¿Cuál es el tiempo de pérdida de conciencia que justifica una TAC en un TCE leve?,$> 5$ minutos.
¿Qué fármaco se debe utilizar en caso de convulsiones agudas tras un TCE?,Benzodiacepinas (como Diazepam o Lorazepam).
¿Qué estudio se debe realizar si un paciente con TCE presenta hipotensión inexplicable?,FAST (Focused Assessment with Sonography for Trauma).
¿Cuál es el criterio de tiempo para considerar amnesia retrógrada como riesgo medio en TCE leve?,$> 30$ minutos.
¿Qué soluciones intravenosas se deben evitar en el TCE para no aumentar el edema cerebral?,Soluciones hipotónicas o glucosadas.
¿Por qué se debe evitar la hiperventilación profiláctica en el TCE?,Porque el bajo $CO_{2}$ causa vasoconstricción y puede aumentar la isquemia cerebral.
¿En qué situación clínica específica se permite el uso breve de hiperventilación?,"En pacientes con signos de herniación inminente (ej. pupila dilatada, descerebración)."
¿Cuál es la dosis inicial de Manitol al $20\%$ para tratar la herniación en un paciente normovolémico?,$1$ g/kg en bolo.
¿Cuál es la contraindicación principal para el uso de Manitol en el control de la PIC?,La hipotensión del paciente.
¿Qué tratamiento osmótico es preferible para reducir el edema cerebral si el paciente está hipotenso?,Solución salina hipertónica ($3\%$ a $23.4\%$).
¿Cuándo se indica el uso de barbitúricos en el manejo del TCE?,En casos de hipertensión intracraneal (PIC) refractaria.
¿Cuál es el objetivo del uso de fenitoína o levetiracetam en los primeros $7$ días tras un TCE?,Prevenir convulsiones tempranas.
¿Qué tipo de pacientes tienen mayor riesgo de convulsiones postraumáticas y requieren profilaxis?,Pacientes con Glasgow $< 8$ o con lesiones penetrantes.
¿Qué porcentaje de los casos de TCE moderado se deterioran clínicamente hasta caer en coma?,$10\%$ al $20\%$.
¿Cuál es la conducta a seguir respecto a la TAC en un paciente con TCE moderado ($GCS$ $9$-$12$)?,La TAC de cráneo es obligatoria en todos los casos.
¿Cuál es la prioridad de manejo en la vía aérea (A) de un paciente con TCE severo ($GCS$ $3$-$8$)?,Intubación endotraqueal inmediata.
¿En qué ventana de tiempo se debe administrar el Ácido Tranexámico en un TCE moderado/severo?,En las primeras $3$ horas tras el trauma.
¿Cuál es el esquema de administración del Ácido Tranexámico en el TCE?,$1$ g en $10$ min seguido de $1$ g para $8$ horas.
¿Qué hallazgo clínico indica una fractura de la fosa craneal anterior (hueso frontal)?,Ojos de mapache (equimosis periorbitaria).
¿Qué indica el signo de Battle (equimosis retroauricular sobre la mastoides)?,Fractura de la fosa media (hueso temporal).
¿Qué par craneal se lesiona comúnmente en las fracturas de base de cráneo?,El nervio facial (VII) o el auditivo (VIII).
"En caso de fractura de base de cráneo, ¿qué vía se prefiere para colocar una sonda gástrica?",Vía orogástrica (nunca nasogástrica).
¿Cuál es la imagen clásica de un hematoma epidural en la TAC?,Imagen biconvexa o lenticular (forma de limón o balón de fútbol americano).
¿Cómo se comporta el hematoma epidural respecto a las líneas de sutura craneales?,No cruza las líneas de sutura.
"Describa la presentación clínica del ""intervalo lúcido"" en el hematoma epidural.","Pérdida inicial de conciencia, período de lucidez aparente y posterior deterioro neurológico súbito."
¿Cuál es el origen vascular más común del hematoma subdural?,Ruptura de las venas puente (corticales).
¿Cuál es la imagen clásica de un hematoma subdural en la TAC?,Imagen en forma de semiluna (forma de plátano).
¿Cruza el hematoma subdural las líneas de sutura craneales?,"Sí, puede extenderse por todo el hemisferio."
¿Qué población tiene mayor riesgo de hematoma subdural debido a la atrofia cerebral?,Ancianos y alcohólicos.
¿Qué diagnóstico debe sospecharse ante un hematoma subdural en un bebé?,Maltrato infantil (Síndrome del niño sacudido).
¿Qué patrón radiológico en la TAC caracteriza a las contusiones cerebrales?,"Imagen de ""sal y pimienta"" (sangre mezclada con edema)."
¿Qué mecanismo produce la Lesión Axonal Difusa (LAD)?,Aceleración/desaceleración rápida o rotación (cizallamiento).
¿Cuál es el hallazgo típico de la Lesión Axonal Difusa en una TAC?,Puede ser normal o mostrar hemorragias puntiformes en el cuerpo calloso o la unión gris-blanca.
¿Cuál es la causa más común de una Hemorragia Subaracnoidea (HSA) no traumática?,Ruptura de un aneurisma.
¿Qué fármaco se utiliza para prevenir el vasoespasmo en la HSA aneurismática?,Nimodipino.
¿Cuál es el estándar de oro para confirmar el diagnóstico de muerte cerebral?,Angiografía cerebral de $4$ vasos (ausencia de flujo).
¿Qué temperatura mínima debe tener un paciente para ser evaluado por muerte cerebral?,$\ge 32^{\circ}C$.
¿Cuál es el valor del Glasgow en un paciente con muerte cerebral?,$3$ puntos.
¿En qué consiste la prueba de apnea para muerte cerebral?,Ausencia de esfuerzo ventilatorio espontáneo al dejar subir la $PaCO_{2}$.
¿Cuál es la zona más vulnerable de la columna vertebral en un trauma?,La columna cervical (específicamente $C3$-$C7$).
¿A qué nivel de lesión medular suele ocurrir el choque neurogénico?,Lesiones por encima de $T6$.
¿Cuál es la tríada clínica característica del choque neurogénico?,"Hipotensión, bradicardia y piel caliente/rosa."
¿Qué fármaco se utiliza para manejar la bradicardia en el choque neurogénico?,Atropina.
¿Cuál es el mecanismo de lesión de la Fractura de Jefferson ($C1$)?,Carga axial o estallido (ej. clavado en piscina poco profunda).
¿Qué mecanismo produce la Fractura del Ahorcado ($C2$)?,Hiperextensión y distracción.
¿Qué mecanismo caracteriza a la Fractura de Chance ($T10$-$L2$)?,Flexión con distracción (típica por cinturón de seguridad de dos puntos).
¿Qué caracteriza al Síndrome Medular Central?,Debilidad motora desproporcionada en extremidades superiores mayor que en las inferiores.
¿Cuál es el mecanismo típico del Síndrome Medular Central?,Hiperextensión del cuello en ancianos con estenosis cervical.
¿Qué funciones se preservan en el Síndrome Medular Anterior?,"Propiocepción, vibración y tacto fino (columnas posteriores)."
¿Cuál es el síndrome medular de peor pronóstico funcional?,Síndrome Medular Anterior.
¿Qué hallazgos clínicos definen el Síndrome de Brown-Séquard?,Pérdida motora ipsilateral y pérdida de dolor/temperatura contralateral.
¿Cuál es el síndrome medular con mejor pronóstico para la recuperación motora?,Síndrome de Brown-Séquard.
¿Cuál es la meta de $PaCO_{2}$ en pacientes con TCE?,Normocapnia ($35$ a $45$ mmHg).
¿Qué escala se utiliza para evaluar el riesgo de vasoespasmo en la hemorragia subaracnoidea?,Escala de Fisher.
¿Qué escala evalúa el pronóstico clínico de la hemorragia subaracnoidea aneurismática?,Escala de Hunt y Hess.
¿Cuál es la indicación de TAC en un paciente con TCE y uso de anticoagulantes?,La TAC es obligatoria independientemente del Glasgow.
