¿Cómo se define la diabetes gestacional según el material proporcionado?,Intolerancia a los carbohidratos de severidad variable reconocida por primera vez durante el embarazo.
¿Qué criterio define a la diabetes pregestacional?,Diagnóstico previo al embarazo o realizado durante el primer trimestre de gestación.
¿Cuál es la prevalencia de diabetes en el embarazo a nivel mundial?,7% en todos los embarazos.
¿Cuál es el rango de prevalencia de diabetes en el embarazo reportado para México?,8-17%.
"Durante la primera mitad del embarazo, el estado metabólico se caracteriza por el _____.",Anabolismo
"Durante la segunda mitad del embarazo, el estado metabólico se caracteriza por el _____.",Catabolismo
¿Cuál es considerada la hormona de mayor resistencia a la insulina durante el embarazo?,Lactógeno placentario.
¿En qué periodo del embarazo ocurre el pico de producción del lactógeno placentario?,Entre las semanas 24 y 28.
¿Cuál es la principal estrategia para evitar el nacimiento de productos macrosómicos?,La detección oportuna de la diabetes.
¿Qué nivel de HbA1c se asocia a un mayor riesgo de malformaciones y preeclampsia?,Niveles mayores al 7%.
¿Cuál es el riesgo a largo plazo para las pacientes que desarrollaron diabetes gestacional?,Alto riesgo de desarrollar diabetes mellitus tipo 2 en los siguientes 10 años.
Nombre una característica de una paciente de bajo riesgo para diabetes gestacional.,Edad menor a 25 años.
¿Qué antecedente reproductivo se considera un factor de riesgo alto para diabetes gestacional?,Antecedente de productos macrosómicos.
¿En qué momento se debe realizar el tamizaje de diabetes pregestacional?,Antes de la semana 13 de gestación.
¿Qué valor de glucosa en ayuno en el primer trimestre se considera negativo para diabetes?,Menos de 92 mg/dl.
¿Qué estudio se debe solicitar si la glucosa en ayuno en el primer trimestre resulta entre 92 y 125 mg/dl?,Curva de tolerancia a la glucosa (75 g) de un paso.
¿Qué valor de glucosa en ayuno en el primer trimestre establece el diagnóstico de diabetes pregestacional?,126 mg/dl o más.
¿Cómo se interpreta una glucosa al azar mayor a 200 mg/dl en el embarazo?,Diagnóstico de diabetes pregestacional.
¿Qué nivel de HbA1c es diagnóstico de diabetes pregestacional?,Mayor a 6.5%.
"En la curva de tolerancia de 75 g (1 paso), ¿qué valor a la hora poscarga es diagnóstico?",180 mg/dl o más.
"En la curva de tolerancia de 75 g (1 paso), ¿qué valor a las 2 horas poscarga es diagnóstico?",153 mg/dl o más.
¿Cuántos valores alterados se requieren en la curva de 75 g para diagnosticar diabetes?,Un solo valor alterado.
¿Qué hallazgo en un examen de orina rutinario puede indicar diabetes gestacional no diagnosticada?,Glucosuria de 2+ en una ocasión o 1+ en dos o más ocasiones.
¿En qué semanas de gestación se realiza el tamizaje universal para diabetes gestacional?,Entre las semanas 24 y 28.
¿En qué consiste el primer paso del tamizaje de dos pasos (O'Sullivan) en México?,Carga de 50 g de glucosa sin necesidad de ayuno.
¿Cuál es el valor de corte en el tamizaje de 50 g para proceder al segundo paso?,140 mg/dl o más.
¿Qué carga de glucosa se utiliza en el estudio confirmatorio de dos pasos?,Carga de 100 g en ayuno.
"Según los criterios de Carpenter, ¿qué valor de glucosa en ayuno es anormal en la prueba de 100 g?",Mayor a 95 mg/dl.
"Según los criterios de Carpenter, ¿qué valor a las 2 horas poscarga (100 g) es anormal?",Mayor a 155 mg/dl.
"Según los criterios de Carpenter, ¿qué valor a las 3 horas poscarga (100 g) es anormal?",Mayor a 140 mg/dl.
¿Cuántos valores alterados se requieren tradicionalmente para el diagnóstico con los criterios de Carpenter?,Dos de cuatro valores (2/4).
¿Cuál es la piedra angular del tratamiento de la diabetes gestacional?,Cambios en el estilo de vida (dieta y ejercicio).
¿Qué porcentaje de pacientes logra metas terapéuticas solo con dieta y ejercicio?,90%.
¿Cuál es el tratamiento farmacológico de elección para la diabetes gestacional?,Insulina NPH.
¿Qué cantidad de glucosa metaboliza aproximadamente una unidad de insulina NPH?,30-50 mg.
¿Cuál es la dosis inicial recomendada de insulina NPH?,0.2 UI por kg de peso actual.
¿Cómo se debe distribuir la dosis diaria de insulina NPH?,2/3 por la mañana y 1/3 vespertino.
¿Por qué está contraindicada la insulina glargina según el texto?,Es categoría C y se considera potencialmente teratogénica.
¿Cuál es la conducta a seguir si una paciente con diabetes pregestacional ya utilizaba metformina?,Se debe mantener el fármaco.
¿Qué meta de glucosa en ayuno se establece para la diabetes gestacional?,Menos de 95 mg/dl.
¿Cuál es la meta de glucosa 1 hora posprandial durante el embarazo?,Menos de 140 mg/dl.
¿Cuál es la meta de glucosa 2 horas posprandiales durante el embarazo?,Menos de 120 mg/dl.
¿Qué meta de HbA1c se busca durante el embarazo?,Menos de 6.0%.
¿Cuál es el criterio de hospitalización por glucemia en ayuno?,Mayor a 140 mg/dl.
¿Cuál es el valor límite de hipoglucemia en ayuno para hospitalización?,Menor a 60 mg/dl.
¿Cuándo se recomienda la inducción del parto en una paciente controlada?,Después de la semana 38.
¿Cuál es la indicación de cesárea basada en el peso fetal estimado?,Producto macrosómico (mayor a 4000 g).
¿Qué niveles de glucosa sérica se deben mantener durante la fase activa del trabajo de parto?,Entre 70 y 90 mg/dl.
¿En qué momento del día se recomienda realizar la cesárea programada?,En las primeras horas de la mañana.
¿A cuánto se debe aumentar la dosis de ácido fólico en pacientes con descontrol metabólico?,5 mg.
¿Cuál es la complicación más frecuente en el hijo de madre diabética?,Macrosomía (50%).
¿Cuál es la malformación cardíaca más frecuente en hijos de madres diabéticas?,Hipertrofia del tabique interventricular.
¿Cuál es la malformación fetal más característica de la diabetes en el embarazo?,Regresión caudal.
¿Cuál es la manifestación patológica más frecuente en el recién nacido de madre diabética?,Hipoglucemia.
¿Cuándo se debe realizar la reclasificación de la paciente en el puerperio?,Entre la semana 6 y 12 mediante una CTGO de un paso.
¿Qué fármaco se recomienda iniciar antes de la semana 16 para evitar preeclampsia?,Aspirina (ASA) 100 mg/día.
¿Qué clasificación evalúa el daño vascular y el riesgo materno-fetal en diabetes?,Clasificación de Freinkel.
¿Cuál es la principal complicación del hígado graso agudo en el embarazo?,Falla hepática aguda.
¿En qué trimestre del embarazo aparece típicamente el hígado graso agudo?,Último trimestre (generalmente después de la semana 35).
¿Cuál es el principal diagnóstico diferencial del hígado graso agudo del embarazo?,Síndrome de HELLP.
El síntoma clínico común en hígado graso agudo es el dolor en el _____.,Cuadrante superior derecho
¿Cuál es el Gold Standard para el diagnóstico de hígado graso agudo del embarazo?,Biopsia de tejido hepático.
¿Qué se observa en la biopsia hepática en casos de hígado graso agudo del embarazo?,Acumulación de grasa microvascular del hepatocito.
¿Cuál es el tratamiento de elección para el hígado graso agudo del embarazo?,Interrupción del embarazo.
¿Cuál es el porcentaje de mortalidad materno-fetal asociado al hígado graso agudo?,20%.
¿Qué requerimiento calórico adicional se sugiere para pacientes diabéticas que están lactando?,500 kcal al día.
¿Cuál es el objetivo de glucosa antes de dormir y en la madrugada en el embarazo?,60 mg/dl.
¿Bajo qué condiciones se deben ajustar las metas a <80 mg/dl en ayuno y <110 mg/dl posprandial?,Si el crecimiento fetal es igual o mayor al percentil 90.
¿Cuál es el valor de corte para tamizaje de diabetes gestacional en pacientes de bajo riesgo (no mexicanas)?,Glucosa en ayuno menor a 92 mg/dl.
¿Qué contraindicación absoluta para el embarazo se menciona respecto a la HbA1c?,Niveles mayores al 10%.
