¿Cuál es la complicación más frecuente en ancianos tras una cirugía de fractura de cadera?,Delirium.
¿Cuál es el principal factor de comorbilidad y mortalidad asociado a la fractura de cadera?,Tromboembolismo venoso.
"En la fractura de cadera, ¿cuál es el porcentaje de mortalidad esperado al cabo de un año?",$30\%$.
¿Qué músculo es responsable de la rotación externa clínica en una fractura de cadera?,Psoas ilíaco.
¿Por qué se produce el acortamiento del miembro en una fractura de cadera?,Por el ascenso del segmento femoral debido a la contractura de los pelvitrocantéreos.
¿Cuál es el estudio de imagen indicado cuando existe sospecha clínica de fractura de cadera pero la radiografía es normal?,Resonancia Magnética Nuclear (RMN).
Tratamiento de elección para fracturas de cadera desplazadas en pacientes jóvenes:,Osteosíntesis con tornillos canulados.
Tratamiento de elección para fracturas de cadera desplazadas en pacientes de edad avanzada:,Artroplastia.
¿Cuál es la posición clásica del miembro inferior en una luxación de cadera posterior?,"Acortado, en rotación interna, aproximación (aducción) y flexión."
¿Qué estructura nerviosa se lesiona con mayor frecuencia en una luxación posterior de cadera?,Nervio ciático.
¿Cuál es la posición clásica del miembro inferior en una luxación de cadera anterior?,"Alargado, en rotación externa y discreta separación (abducción)."
¿Qué porcentaje de las luxaciones de cadera corresponden al tipo posterior?,$90\%$.
¿Cuál es la complicación a largo plazo más frecuente de una luxación de cadera?,Coxartrosis postraumática.
¿Cuál es la principal causa de embolia grasa en traumatología?,Fractura de diáfisis femoral.
"En la fractura de diáfisis femoral, el tratamiento quirúrgico con clavos intramedulares debe realizarse preferentemente en las primeras _____ horas.",24
¿Cuál es la principal complicación de las fracturas de tibia?,Ausencia de consolidación.
¿Qué herramienta clínica se utiliza para decidir la necesidad de radiografías en un traumatismo de tobillo?,Reglas de Ottawa.
¿Cuál es el ligamento que se lesiona con más frecuencia en un esguince de tobillo?,Ligamento peroneo astragalino anterior.
"Grado de esguince de tobillo caracterizado por lesión completa del ligamento, edema severo y pérdida de la función:",Grado 3.
Tratamiento farmacológico de primera elección para un esguince de tobillo grado 1:,Paracetamol.
¿Cuál es la conducta recomendada respecto al uso de férulas de yeso en esguinces de tobillo grado 1 y 2?,No se deben utilizar.
¿Qué tipo de vendaje se recomienda cuando existe edema bimaleolar en un esguince de tobillo?,Vendaje de Jones.
¿Cuál es el agente etiológico más común de la artritis séptica?,Staphylococcus aureus.
¿Cuál es la vía de invasión más común de la artritis séptica en niños?,Vía hematógena.
¿Cuál es el estándar de oro (gold standard) para el diagnóstico de artritis séptica?,Cultivo de líquido sinovial.
¿Para qué es útil la ecografía en el contexto de una sospecha de artritis séptica en niños?,"Para detectar derrame articular, especialmente en la cadera."
¿Cuál es la duración mínima recomendada del tratamiento antibiótico en artritis séptica?,4 a 6 semanas.
Definición de osteomielitis:,"Infección del hueso que afecta la cavidad medular, el periostio y el tejido óseo."
¿Qué patógeno se debe sospechar en casos de osteomielitis con cultivos negativos?,Kingella kingae.
¿Qué síntoma clínico característico sugiere osteomielitis (conocido como 'one finger pain')?,Dolor óseo localizado.
"En la osteomielitis, ¿a partir de cuántos días se vuelven positivos los hallazgos radiológicos?",7 a 10 días.
¿Cuál es el estudio con mayor sensibilidad y especificidad para el diagnóstico de osteomielitis crónica?,Cintigrama óseo con $Tc^{99}$.
Tratamiento antibiótico de elección para osteomielitis en menores de 5 años:,Cefuroxima o Penicilina G.
Definición de la enfermedad de Legg-Calvé-Perthes:,Isquemia de la extremidad proximal del fémur en crecimiento que condiciona osteonecrosis parcial.
¿Cuál es el perfil epidemiológico típico del paciente con necrosis avascular de la cabeza femoral (Perthes)?,Niño varón de 4 a 8 años.
Menciona las cuatro etapas de la enfermedad de Perthes:,"Necrosis, resorción/fragmentación, reosificación y remodelación."
¿Cuál es la proyección radiográfica inicial necesaria para el diagnóstico de Perthes?,Posición de Lowenstein (rana).
Signo radiológico característico de la enfermedad de Perthes avanzada:,Pérdida de esfericidad del fémur o signo del 'tope de vagón'.
¿Cuál es la característica clínica del dolor en la lumbalgia de tipo inflamatorio?,"Inicio insidioso, dura más de 3 meses, mejora con el ejercicio y aumenta con el reposo."
¿Qué ejercicios de rehabilitación están indicados para el manejo de la lumbalgia?,Ejercicios de Williams (flexión).
¿Cuál es la duración máxima recomendada para el tratamiento combinado de paracetamol y AINES en lumbalgia crónica?,4 semanas.
¿Cuál es la causa más frecuente de hombro doloroso?,Tendinitis del supraespinoso.
La formación de depósitos de calcio en los tendones del manguito rotador se denomina:,Tendinitis calcificante.
Nombre clínico de la epicondilitis lateral:,Codo de tenista.
Nombre clínico de la epitrocleítis:,Codo de golfista.
¿Qué musculatura se ve afectada en la epitrocleítis?,Musculatura flexora-pronadora del antebrazo.
Definición de la Tenosinovitis de Quervain:,Inflamación de la vaina de los tendones del extensor corto y abductor largo del pulgar.
¿Qué maniobra clínica (descrita por sus síntomas) confirma la Tenosinovitis de Quervain?,Desviación cubital de la muñeca con el primer dedo sujeto en la palma.
Nombre común de la bursitis prerrotuliana:,Rodilla de beata.
¿Qué tendones conforman la 'pata de ganso' (anserina)?,"Sartorio, semitendinoso y grácil."
¿Cuál es el hueso del carpo que se fractura con mayor frecuencia?,Escafoides.
¿Cuál es el hueso del carpo que se luxa con mayor frecuencia?,Semilunar.
"En las fracturas de la diáfisis humeral, ¿qué nervio corre mayor riesgo de lesión?",Nervio radial.
"En las fracturas del húmero proximal, ¿qué nervio puede verse afectado?",Nervio axilar (circunflejo).
La neuropatía por compresión más frecuente es:,Síndrome del túnel del carpo.
¿En qué parte de la clavícula ocurren la mayoría de las fracturas?,Tercio medio.
¿Cuál es el tumor óseo benigno más frecuente?,Osteocondroma.
Localización típica del Sarcoma de Ewing en el hueso:,Diáfisis.
¿Qué tipo de tumor óseo es el más frecuente en pacientes mayores de 50 años?,Metástasis.
¿Por qué debe evitarse el uso de nalbufina en el postoperatorio de ancianos?,Porque es el opiáceo que con mayor frecuencia se asocia al desarrollo de delirium.
La maniobra de exploración que indica laxitud ligamentaria en el tobillo se llama:,Prueba del bostezo articular.
¿Cuál es la principal causa de lesión traumática en el niño?,Fractura supracondílea.
"En la fractura-luxación de Monteggia, ¿qué nervio suele lesionarse?",Nervio interóseo posterior (rama del nervio radial).
¿Qué nervio se afecta típicamente en las fracturas del radio distal?,Nervio mediano.
Diferencia clínica principal entre esguince grado 1 y grado 2:,El grado 2 presenta equimosis leve/moderada y discapacidad funcional moderada.
