¿Cómo se define fisiopatológicamente la litiasis renal?,"Es la agregación de cristales en la orina, principalmente compuestos de oxalato de calcio."
¿Cuál es la causa secundaria más común de los litos de oxalato de calcio?,La hipercalciuria.
¿Qué hormona es la encargada de la resorción del calcio a nivel renal?,La hormona paratiroidea (PTH).
¿Cuál es el componente más frecuente de los litos renales y qué porcentaje representa?,"Oxalato de calcio, representando el $65\%$ de los casos."
¿Qué porcentaje de la etiología de la litiasis renal corresponde al ácido úrico?,Entre el $5$ y el $10\%$.
¿Qué porcentaje de la etiología de la litiasis renal corresponde al fosfato cálcico?,El $15\%$.
¿Cuál es el tipo de lito menos frecuente ($1$-$3\%$ de los casos)?,Los litos de cistina.
Menciona tres factores de riesgo relacionados con el estilo de vida y metabolismo para desarrollar litiasis.,"Baja ingesta de agua (flujo urinario bajo), obesidad e hiperparatiroidismo."
¿En qué sexo es más prevalente la litiasis renal según la epidemiología?,En varones ($10$-$20\%$) comparado con mujeres ($3$-$5\%$).
¿En qué década de la vida suele aparecer con mayor frecuencia la litiasis renal?,En la tercera década de la vida.
¿Cuál es la tasa de recurrencia de la enfermedad litiásica?,Aproximadamente el $40\%$ de los casos.
"En pacientes con recurrencia, ¿cada cuánto tiempo suele aparecer un nuevo lito en promedio?",Cada $2$ a $3$ años.
¿Cuál es la probabilidad de expulsión espontánea de un lito localizado en el uréter distal?,Del $71\%$.
¿Cuál es la probabilidad de expulsión espontánea de un lito localizado en el uréter proximal?,Del $22\%$.
¿Cuál es el síntoma más común de la urolitiasis?,El dolor (cólico renal).
¿Cuál es la duración típica de los paroxismos de dolor en un cólico renal?,De $20$ a $60$ minutos.
¿Hacia qué zonas se irradia típicamente el dolor severo localizado en el flanco?,"Hacia la parte inferior del abdomen, ingle o genitales."
¿Qué signo de la exploración física resulta positivo en el cólico renal?,El signo de Giordano (puñopercusión renal).
¿Qué síntomas vegetativos acompañan frecuentemente al cólico renal?,Náusea y vómito.
¿En qué porcentaje de los casos de litiasis se presenta hematuria macroscópica?,En hasta el $90\%$ de los casos.
¿Cuál es el estudio de imagen inicial ante la sospecha de litiasis renal?,La ultrasonografía.
¿Qué hallazgo obstructivo permite identificar la ultrasonografía en pacientes con litiasis?,La hidronefrosis.
¿Cuál es el tamaño mínimo de un lito para ser identificado mediante ultrasonido?,Litos mayores de $5$ mm.
¿Cuál es el estudio de elección para el diagnóstico de litiasis en niños y embarazadas?,La ultrasonografía.
¿Cuál es el estudio de diagnóstico de elección (estándar de oro) para litiasis renal?,TAC no contrastada (UroTAC).
¿Cuál es la sensibilidad reportada de la TAC no contrastada para detectar litiasis?,$98$-$100\%$.
¿Cuál es el tamaño mínimo de lito que puede identificar una TAC no contrastada?,Litos menores de $3$ mm.
¿Bajo qué condiciones la radiografía de abdomen permite identificar un lito?,Cuando el lito es radiopaco y mide más de $5$ mm.
"En el examen general de orina (EGO), ¿qué parámetros ayudan a descartar una infección concomitante?",La presencia de piuria y leucocitos.
¿Cuáles son los fármacos de primera línea para el manejo del dolor en un cólico renal?,Diclofenaco $75$ mg IV o Metamizol $2$ g IV.
¿Qué fármaco se utiliza como terapia de rescate para el dolor en el cólico renal?,Clonixinato de lisina $100$ mg IV.
¿Cuál es el analgésico de elección para el cólico renal en pacientes embarazadas?,Paracetamol.
¿Qué medicamento es superior a la morfina en rapidez y eficacia analgésica para el cólico renoureteral?,El diclofenaco.
¿Cuál es el antiemético de elección para el manejo del vómito en litiasis (no embarazadas)?,Ondansetrón $4$ mg IV.
¿Qué antiemético se prefiere en pacientes embarazadas con cólico renal?,Metoclopramida.
¿Qué antibióticos se recomiendan en caso de sobreinfección y cuál es su duración?,Ciprofloxacino ($400$ mg IV c/$12$h) o Levofloxacino ($750$ mg IV c/$24$h) por $7$ a $14$ días.
Menciona tres criterios de referencia a segundo o tercer nivel por litiasis renal.,"Urosepsis, insuficiencia renal aguda o dolor persistente a pesar del tratamiento."
¿A partir de qué tamaño de lito se indica la referencia?,Litos mayores de $10$ mm.
¿Cuál es el tratamiento de elección para litos pielocaliciales pequeños a medianos (hasta $20$ mm o $3$ cc)?,Litotripsia extracorpórea por ondas de choque (LEOC).
Menciona dos contraindicaciones absolutas para realizar una LEOC.,Embarazo e infección activa.
¿Cuál es la complicación más frecuente de la litotripsia extracorpórea (LEOC)?,La hematuria.
¿Cuándo se indica la ureteroscopía con litotricia endoscópica?,En litos inaccesibles (uréter distal) o que no se fragmentan con LEOC.
¿Cuál es el tratamiento de elección para litos grandes ($20$-$70$ mm o $3$-$7$ cc)?,Cirugía renal percutánea (nefrolitotomía percutánea).
"¿Qué tipo de litos, caracterizados por dilatar la vía urinaria de forma crónica, requieren cirugía percutánea?",Litos coraliformes.
