¿Qué porcentaje de las fracturas corresponde a la fractura de húmero proximal, frecuentemente asociada a osteoporosis?,6% de todas las fracturas.
"En las fracturas de húmero proximal, ¿cuál es la relación de afectación por sexo entre mujeres y hombres?",Relación de 3:1.
¿Cuál es el mecanismo de lesión más común para la fractura de húmero proximal en pacientes de edad avanzada?,Caída con apoyo en la mano y el brazo extendido desde posición de pie.
¿Qué estudio de imagen se debe solicitar si existe duda sobre la fragmentación en una fractura de húmero proximal?,Tomografía Axial Computarizada (TAC).
¿Qué clasificación divide las fracturas de húmero proximal en 6 grupos distintos?,Clasificación de Neer.
¿Cuál es el tratamiento de elección para una fractura de húmero proximal no desplazada?,Tratamiento conservador.
¿Qué procedimiento se indica en fracturas de húmero proximal con dos fragmentos o fractura-luxación?,Reducción abierta y fijación interna.
"En el manejo postoperatorio de fracturas humerales, ¿qué analgésicos opioides se mencionan específicamente?",Buprenorfina y nalbufina.
¿Cuál es el esquema antibiótico profiláctico de elección para cirugías de fractura de húmero?,"Cefazolina 1-2 gr en la pre-inducción, seguido de 1 gr cada 8 horas por 24 horas."
"En pacientes alérgicos a la penicilina que requieren profilaxis antibiótica por fractura de húmero, ¿qué fármaco se utiliza?",Clindamicina.
¿Qué porcentaje de todas las fracturas constituyen las de la diáfisis del húmero?,Del 1% al 3%.
¿Qué complicación grave se debe descartar sistemáticamente en una fractura de diáfisis de húmero?,Síndrome compartimental.
"En el contexto de una fractura de húmero, ¿qué beneficio se obtiene al iniciar el tratamiento antibiótico en las primeras 3 horas?",Reduce el riesgo de infección en un 59%.
¿Bajo qué clasificación se determina el tratamiento antibiótico en fracturas de húmero y antebrazo?,Clasificación de Gustilo.
¿Cuál es el tratamiento indicado para fracturas de húmero conminutas o expuestas grado IIIB y IIIC?,Fijación externa.
¿Qué porcentaje de todas las fracturas representan las lesiones de la diáfisis de radio y cúbito?,Del 10% al 14%.
¿Por qué las fracturas de radio y cúbito suelen asociarse a incongruencia articular?,Porque el antebrazo es considerado una sola articulación funcional.
